cap,city,description,details,price,title,url
 1204, Genève,", Genève - Cannes - Magnifique appartement en front de mer","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 125 m', ' Locali ': ' 4 ', ' Piano ': ' 1° piano ', ' Codice immobile ': ' 4538393 ', ' Numero oggetto ': ' ..63f6d48a-8255-43a7-853a-4da49b9b1363 '}", 3'548'387.– ,Appartamento 4 Locali,
 1292, Chambésy,", Chambésy - Chambésy, Jolie maison familiale avec jardin","{' Tipo di oggetto ': ' Villetta a schiera ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 5 ', ' Anno di costruzione ': ' 1940 ', ' Codice immobile ': ' 4801942 ', ' Numero oggetto ': ' ..b7b00b93-97e8-4252-b22b-362eb197eeba '}", 1'625'000.– ,Villetta a schiera 5 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Villa individuelle","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 220 m', ' Locali ': ' 7.5 ', ' Piani della casa ': ' 2 ', ' Codice immobile ': ' 4862469 ', ' Numero oggetto ': ' ..ba30def8-715b-4421-9fca-29d568608510 '}", 3'150'000.– ,Casa monofamiliare 7.5 Locali,
" Route des Acacias,", 1227,", Carouge GE - *Appartement de 4 pièces*","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Codice immobile ': ' 4862569 ', ' Numero oggetto ': ' ..9c917837-169a-4a1e-b9cc-13d23716787c '}", 760'000.– ,Appartamento 4 Locali,
 1292, Chambésy,", Chambésy - Maison à vendre 5 pièces à 1292 Chambésy - Genève","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 168.21 m', ' Locali ': ' 5 ', ' Codice immobile ': ' 4794097 ', ' Numero oggetto ': ' ..87209e2c-cd15-4830-aad4-869d26e676f3 '}", 2'790'000.– ,Casa monofamiliare 5 Locali,
 1209, Genève,", Genève - Superbe appartement - Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 6 ', ' Codice immobile ': ' 4849274 ', ' Numero oggetto ': ' ..a5f295fe-6aae-427f-b0de-fbcad665712a '}", 2'900'000.– ,Appartamento 6 Locali,
 1223, Cologny,", Cologny - Appartement de haut standing à Cologny","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 184 m', ' Locali ': ' 5.5 ', ' Piano ': ' 1° piano ', ' Piani della casa ': ' 2 ', ' Anno di costruzione ': ' 2021 ', ' Codice immobile ': ' 4862394 ', ' Numero oggetto ': ' ..9f52a152-e0c1-4b1c-8119-7431aa977afe '}", 2'990'000.– ,Appartamento 5.5 Locali,
" Rue Carqueron 10,", 1220,", Les Avanchets - Confort, espace, lumière: 6.5 pièces aux Avanchets","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 125 m', ' Locali ': ' 6.5 ', ' Piano ': ' 5° piano ', ' Piani della casa ': ' 1 ', ' Anno di costruzione ': ' 1976 ', ' Ultima ristrutturazione ': ' 2020 ', ' Codice immobile ': ' 4859726 ', ' Numero oggetto ': ' ..7b7f967c-7345-429a-97f2-dcec4fd6e472 '}", 1'080'000.– ,Appartamento 6.5 Locali,
 1219, Châtelaine,", Châtelaine - Maison individuelle","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 218 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 1986 ', ' Codice immobile ': ' 4859764 ', ' Numero oggetto ': ' ..12feb875-51f5-4033-920f-c3256fee49e8 '}", 2'090'000.– ,Villa 6 Locali,
" Rue Leschot 2,", 1205,", Genève - Exclusivité - Appartement 4 pièces 95 m2 PPE - Balcons 4.80 m2","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 95 m', ' Locali ': ' 4 ', ' Piano ': ' 4° piano ', ' Codice immobile ': ' 4848735 ', ' Numero oggetto ': ' ..7220524c-a5a6-405b-9c0c-ad3df85cc8b1 '}", 1'290'000.– ,Appartamento 4 Locali,
 1201, Genève,", Genève - Résidence ""Rives du Rhône","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 230 m', ' Locali ': ' 7.5 ', ' Piano ': ' Più alto di 8° piano ', ' Anno di costruzione ': ' 1981 ', ' Codice immobile ': ' 4848999 ', ' Numero oggetto ': ' ..5e6a45ce-459b-4db5-bc8a-0108cebeab85 '}", 2'950'000.– ,Appartamento 7.5 Locali,
 1292, Chambésy,", Chambésy - Pregny Chambesy - le clos de la fontaine","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 59 m', ' Locali ': ' 3 ', ' Piano ': ' Piano terra ', ' Anno di costruzione ': ' 2023 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4852064 ', ' Numero oggetto ': ' ..c589d390-9378-4e8e-8474-b3f4bee7f330 '}", 1'108'000.– ,Appartamento 3 Locali,
 1227, Carouge GE,", Carouge GE - Magnifique appartement en attique","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 5 ', ' Piano ': ' 4° piano ', ' Anno di costruzione ': ' 2004 ', ' Codice immobile ': ' 4859750 ', ' Numero oggetto ': ' ..8eb78124-f7d2-4056-86a7-e4832de063a4 '}", 2'600'000.– ,Appartamento 5 Locali,
 1292, Chambésy,", Chambésy - Appartement très haute gamme 375 M2 PPE avec 580 M2 de jardin privé...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 350 m', ' Locali ': ' 10 ', ' Anno di costruzione ': ' 2022 ', ' Codice immobile ': ' 4852950 ', ' Numero oggetto ': ' ..7218626a-68cb-430c-b94f-24cda8d938eb '}", 4'500'000.– ,Appartamento 10 Locali,
 1206, Genève,", Genève - Bel appartement à potentiel","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 95 m', ' Locali ': ' 4 ', ' Codice immobile ': ' 4861628 ', ' Numero oggetto ': ' ..828359b6-7945-4f85-b964-5a418111e68b '}", 1'550'000.– ,Appartamento 4 Locali,
 1205, Genève,", Genève - Appartement traversant de 5 pièces","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 134 m', ' Locali ': ' 5 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 2008 ', ' Codice immobile ': ' 4851176 ', ' Numero oggetto ': ' ..b3811c85-9130-4b25-b971-a97d3d203605 '}", 1'890'000.– ,Appartamento 5 Locali,
 1203, Genève,", Genève - Atypique et charmant appartement de 6 pièces sous les toits","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 160 m', ' Locali ': ' 6 ', ' Piano ': ' 5° piano ', ' Anno di costruzione ': ' 1910 ', ' Codice immobile ': ' 4859758 ', ' Numero oggetto ': ' ..a5c47be8-273a-41d6-8491-7df5896a1bb6 '}", 2'350'000.– ,Appartamento 6 Locali,
 1223, Cologny,", Cologny - Superbe villa avec vue lac panoramique","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 300 m', ' Locali ': ' 6 ', ' Ultima ristrutturazione ': ' 2018 ', ' Codice immobile ': ' 4854637 ', ' Numero oggetto ': ' ..bfe2832e-2d5f-473b-83c2-8e3ae937de0b '}", 10'000'000.– ,Casa monofamiliare 6 Locali,
 1206, Genève,", Genève - Prestige and class in Geneva","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 5.5 ', ' Ultima ristrutturazione ': ' 2019 ', ' Codice immobile ': ' 4859719 ', ' Numero oggetto ': ' ..d829950a-ff58-42aa-80c5-2ce6cacf37e4 '}", 3'160'000.– ,Appartamento 5.5 Locali,
 1292, Chambésy,", Chambésy - Duplex de rêve en attique avec vue sur le lac","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 160 m', ' Locali ': ' 4.5 ', ' Piano ': ' 2° piano ', ' Piani della casa ': ' 2 ', ' Anno di costruzione ': ' 2015 ', ' Codice immobile ': ' 4854538 ', ' Numero oggetto ': ' ..981d05d6-e620-4179-a91a-418ae0fcb4f9 '}", 2'200'000.– ,Appartamento 4.5 Locali,
 1209, Genève,", Genève - Exceptionnel - Magnifique Triplex de standing à Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 381 m', ' Locali ': ' 11 ', ' Piano ': ' 7° piano ', ' Piani della casa ': ' 3 ', ' Anno di costruzione ': ' 1970 ', ' Ultima ristrutturazione ': ' 2007 ', ' Codice immobile ': ' 4848900 ', ' Numero oggetto ': ' ..b6098836-4a0e-44b8-9123-b4d49ed50273 '}", 5'990'000.– ,Appartamento 11 Locali,
 1206, Genève,", Genève - Mandat exclusif de vente - Elégant appartement de standing","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 118 m', ' Locali ': ' 4 ', ' Ultima ristrutturazione ': ' 2012 ', ' Codice immobile ': ' 4851069 ', ' Numero oggetto ': ' ..78fb831e-1096-4476-8b76-67c2221a19d6 '}", 2'090'000.– ,Appartamento 4 Locali,
 1206, Genève,", Genève - Champel - Magnifique appartement vue sur Salève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 150 m', ' Locali ': ' 5 ', ' Piano ': ' 3° piano ', ' Codice immobile ': ' 4855557 ', ' Numero oggetto ': ' ..220afedd-6c08-4a94-97e3-1b823b9b9084 '}", 2'490'000.– ,Appartamento 5 Locali,
 1203, Genève,", Genève - Objet rare : attique en duplex avec vue sur le lac","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 235 m', ' Locali ': ' 4.5 ', ' Codice immobile ': ' 4861923 ', ' Numero oggetto ': ' ..90d2b0a0-269d-4099-927e-2cd137eb8aca '}", 2'200'000.– ,Attico 4.5 Locali,
 1208, Genève,", Genève - En ville dans un quartier résidentiel","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 300 m', ' Locali ': ' 6 ', ' Piano ': ' Piano terra ', ' Piani della casa ': ' 1 ', ' Codice immobile ': ' 4799872 ', ' Numero oggetto ': ' ..7d78f91c-543d-4e50-91b8-eaa9b26fba37 '}", su richiesta ,Appartamento 6 Locali,
" Avenue de Champel,", 1206,", Genève - Joli et lumineux appartement à Champel","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 110 m', ' Locali ': ' 4 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 1972 ', ' Ultima ristrutturazione ': ' 2007 ', ' Codice immobile ': ' 4862705 ', ' Numero oggetto ': ' ..e1956056-b4ef-43aa-ab10-998f48982405 '}", 1'780'000.– ,Appartamento 4 Locali,
 1234, Vessy,", Vessy - Belle villa contiguë contemporaine, en pignon et au calme absolu","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 134 m', ' Locali ': ' 5 ', ' Anno di costruzione ': ' 2019 ', ' Codice immobile ': ' 4855851 ', ' Numero oggetto ': ' ..38e76236-0323-4fb2-9057-24f8d6e765c4 '}", 2'390'000.– ,Casa monofamiliare 5 Locali,
 1207, Genève,", Genève - GENEVE - Magnifique appartement en attique duplex avec vue lac et j...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 330 m', ' Locali ': ' 7 ', ' Codice immobile ': ' 4854535 ', ' Numero oggetto ': ' ..164478c1-263f-4630-83a0-456dcabb408e '}", 6'900'000.– ,Appartamento 7 Locali,
 1206, Genève,", Genève - Appartement dans immeuble de caractère","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 193 m', ' Locali ': ' 6.5 ', ' Piano ': ' 4° piano ', ' Anno di costruzione ': ' 1942 ', ' Codice immobile ': ' 4800515 ', ' Numero oggetto ': ' ..d6e49e66-c157-4150-81ce-7e2a8601fc14 '}", 2'900'000.– ,Appartamento 6.5 Locali,
 1203, Genève,", Genève - Bel appartement de 6 pièces proche de toutes commodités","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 158.5 m', ' Locali ': ' 6 ', ' Piano ': ' 1° piano ', ' Piani della casa ': ' 6 ', ' Anno di costruzione ': ' 2009 ', ' Codice immobile ': ' 4855397 ', ' Numero oggetto ': ' ..d88ef195-7f4e-4328-9d1d-5de7969f68cc '}", 1'900'000.– ,Appartamento 6 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Construction de trois villas contiguës HPE à la Gradelle","{' Tipo di oggetto ': ' Villetta a schiera ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 6 ', ' Codice immobile ': ' 4862679 ', ' Numero oggetto ': ' ..0a11078a-f0b9-47e0-bffb-e01be3e784b4 '}", 2'930'000.– ,Villetta a schiera 6 Locali,
 1204, Genève,", Genève - Magnifique appartement au coeur de la vieille ville en exclusivité","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 79 m', ' Locali ': ' 3 ', ' Piano ': ' 1° piano ', ' Codice immobile ': ' 4862597 ', ' Numero oggetto ': ' ..24468dab-ffc4-480a-b078-95a68e0a4007 '}", 1'680'000.– ,Appartamento 3 Locali,
 1206, Genève,", Genève - Champel - A proximité du Parc Bertrand","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 145 m', ' Locali ': ' 5 ', ' Piano ': ' 5° piano ', ' Piani della casa ': ' 1 ', ' Anno di costruzione ': ' 1998 ', ' Codice immobile ': ' 4844932 ', ' Numero oggetto ': ' ..506256e6-10c6-49b5-b6e8-64ee5f22ffec '}", 2'900'000.– ,Appartamento 5 Locali,
 1223, Cologny,", Cologny - SUR PLANS, MAGNIFIQUE VILLA INDIVIDUELLE AVEC VUE LAC","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 258 m', ' Locali ': ' 7 ', ' Anno di costruzione ': ' 2022 ', ' Codice immobile ': ' 4855319 ', ' Numero oggetto ': ' ..39793b19-272f-4bde-bd3e-0cf2dcafa9b7 '}", 9'700'000.– ,Villa 7 Locali,
 1227, Carouge GE,", Carouge GE - Bien rare à la vente dans le Vieux-Carouge","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 210 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 1785 ', ' Codice immobile ': ' 4862984 ', ' Numero oggetto ': ' ..7268fdcd-aa27-409b-a7a5-2a34794ddb59 '}", 2'700'000.– ,Appartamento 6 Locali,
" Promenade de l'Europe 57,", 1203,", Genève - Appartement 40m2 à Ambilly","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 41 m', ' Locali ': ' 3 ', ' Codice immobile ': ' 4845234 ', ' Numero oggetto ': ' ..664a579d-2660-45ad-a9c3-a46b4d86ee74 '}", 148'000.– ,Appartamento 3 Locali,
" Route de Malagnou 241,", 1224,", Chêne-Bougeries - Résidence du Vallon","{' Tipo di oggetto ': ' Appartamento su due piani ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 218 m', ' Locali ': ' 5.5 ', ' Anno di costruzione ': ' 1987 ', ' Codice immobile ': ' 4801811 ', ' Numero oggetto ': ' ..48a08547-5c54-4275-b1e0-51cd283c73a3 '}", 2'350'000.– ,Appartamento su due piani 5.5 Locali,
 1223, Cologny,", Cologny - Villa d'exception avec vue panoramique sur le lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 350 m', ' Locali ': ' 8 ', ' Codice immobile ': ' 4854701 ', ' Numero oggetto ': ' ..0a987b7c-becd-4e6c-86b0-1345eed25d12 '}", su richiesta ,Casa monofamiliare 8 Locali,
 1206, Genève,", Genève - A vendre - Appartement Champel - 2.5 pcs","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 36 m', ' Locali ': ' 2.5 ', ' Codice immobile ': ' 4862784 ', ' Numero oggetto ': ' ..ddfdfe80-3423-4048-87c7-355f9323b3fb '}", 800'000.– ,Appartamento 2.5 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - Attique d'exception avec vue panoramique sur Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 240 m', ' Locali ': ' 8 ', ' Piano ': ' 7° piano ', ' Codice immobile ': ' 4859849 ', ' Numero oggetto ': ' ..7d3b0598-bfa7-4afb-9a84-380c5e7d9714 '}", su richiesta ,Appartamento 8 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Construction de trois villas contiguës HPE à la Gradelle","{' Tipo di oggetto ': ' Villetta a schiera ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 6 ', ' Codice immobile ': ' 4847312 ', ' Numero oggetto ': ' ..fd17c748-80e2-4270-89f1-8f03522ace80 '}", 3'100'000.– ,Villetta a schiera 6 Locali,
" Rue Robert-De-Traz 4,", 1206,", Genève - Genève-Florissant: votre appartement avec une adresse privilégiée!","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 167 m', ' Locali ': ' 6 ', ' Piano ': ' Interrato ', ' Anno di costruzione ': ' 1999 ', ' Codice immobile ': ' 4847742 ', ' Numero oggetto ': ' ..bd203442-ca4c-45a6-9d36-ce7bd2a61f14 '}", 2'900'000.– ,Appartamento 6 Locali,
 1223, Cologny,", Cologny - Luxueux Penthouse face au lac (lot B) - Résidences de la Tour Carrée","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 724 m', ' Locali ': ' 10 ', ' Piano ': ' 1° piano ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4847854 ', ' Numero oggetto ': ' ..c291365d-d6fa-468e-85bb-391653e498cf '}", su richiesta ,Appartamento 10 Locali,
 1223, Cologny,", Cologny - Très jolie vue dégagée sur le lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 350 m', ' Locali ': ' 9 ', ' Anno di costruzione ': ' 1970 ', ' Ultima ristrutturazione ': ' 2020 ', ' Codice immobile ': ' 4845184 ', ' Numero oggetto ': ' ..0a5e0f4a-ff38-4f3f-a848-020f81c683c1 '}", 9'800'000.– ,Casa monofamiliare 9 Locali,
 1223, Cologny,", Cologny - Maison de Maître de 1920 avec vue sur le lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 780 m', ' Locali ': ' 16 ', ' Codice immobile ': ' 4846763 ', ' Numero oggetto ': ' ..16f0a7ce-0892-4fa7-a679-1972b2ab5d72 '}", 28'000'000.– ,Casa monofamiliare 16 Locali,
 1201, Genève,", Genève - Luxueux et élégant appartement à deux pas des Quais","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 273 m', ' Locali ': ' 7 ', ' Piano ': ' 1° piano ', ' Codice immobile ': ' 4846438 ', ' Numero oggetto ': ' ..17e40605-29e4-4eb3-9e5e-2e9a8f84cf8d '}", 4'900'000.– ,Appartamento 7 Locali,
 1204, Genève,", Genève - Superbe appartement avec jardin sur Genève (GE-CH)","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 10 ', ' Codice immobile ': ' 4845536 ', ' Numero oggetto ': ' ..13ef0cf4-a370-475b-b796-4e48144f6b11 '}", su richiesta ,Appartamento 10 Locali,
 1204, Genève,", Genève - Studio au coeur de la Vieille-Ville","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 38 m', ' Locali ': ' 2 ', ' Piano ': ' 2° piano ', ' Codice immobile ': ' 4855276 ', ' Numero oggetto ': ' ..5bbd1e79-a37d-4a6d-899b-11c7d9b38287 '}", 830'000.– ,Appartamento 2 Locali,
 1209, Genève,", Genève - Appartement - Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 8 ', ' Codice immobile ': ' 4852022 ', ' Numero oggetto ': ' ..5c15bcb0-e8e3-4499-a8fd-bc3f1841538b '}", 2'800'000.– ,Appartamento 8 Locali,
 1223, Cologny,", Cologny - 1920 mansion with lake view","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 780 m', ' Locali ': ' 16 ', ' Codice immobile ': ' 4846670 ', ' Numero oggetto ': ' ..06335331-115b-4b86-b04b-882f7d58eedf '}", 28'000'000.– ,Casa monofamiliare 16 Locali,
 1225, Chêne-Bourg,", Chêne-Bourg - Votre maison pour 2022","{' Tipo di oggetto ': ' Villetta a schiera ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 260 m', ' Locali ': ' 7.5 ', ' Anno di costruzione ': ' 1983 ', ' Codice immobile ': ' 4847793 ', ' Numero oggetto ': ' ..40d33cab-2d3f-46c3-ab2b-3898960be97c '}", 2'790'000.– ,Villetta a schiera 7.5 Locali,
 1206, Genève,", Genève - Champel : appartement de 4 pièces avec loggia","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 77 m', ' Locali ': ' 4 ', ' Anno di costruzione ': ' 1972 ', ' Codice immobile ': ' 4847106 ', ' Numero oggetto ': ' ..e8974000-9af5-448c-950f-5db6901d57b7 '}", 1'425'000.– ,Appartamento 4 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Construction de trois villas contiguës HPE à la Gradelle","{' Tipo di oggetto ': ' Villetta a schiera ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 6 ', ' Codice immobile ': ' 4847311 ', ' Numero oggetto ': ' ..8fdb267e-5cf8-46c8-8728-0b8cbc4ad476 '}", 2'840'000.– ,Villetta a schiera 6 Locali,
